game_id,game_description,game_type,game_link,game_status,game_sport,game_startTime,game_live,game_awayTeamFirst,game_denySameGame,game_teaserAllowed,game_competitionId,game_notes,game_numMarkets,game_lastModified,bovada_home_team,bovada_away_team,team_1_hcap,team_1_hcap_odds,team_2_hcap,team_2_hcap_odds,team_1_ml_odds,team_2_ml_odds,Over_line,Over_odds,Under_line,Under_odds,draw_ml_odds,cst_game_startTime,cst_game_date,cst_game_time,away_team_clean,home_team_clean,DC_Game_ID
12158285,Rostislav Hasmanda vs Zdenek Kasinski,GAMEEVENT,/table-tennis/czech-republic/liga-pro/rostislav-hasmanda-zdenek-kasinski-202307081200,U,TABL,7/8/2023 16:00,0,0,NO,1,9971644,,15,1688740000000.0,Rostislav Hasmanda,Zdenek Kasinski,0.5,-125.0,-0.5,-115.0,-120.0,-120.0,76.5,-120.0,76.5,-120.0,,2023-07-08 11:00:00-05:00,7/8/2023,11:00 AM,Rostislav Hasmanda,Zdenek Kasinski,07082023-Rostislav Hasmanda-Zdenek Kasinski
12158301,Jan Lovl vs Josef Koutnik,GAMEEVENT,/table-tennis/czech-republic/liga-pro/jan-lovl-josef-koutnik-202307081200,U,TABL,7/8/2023 16:00,0,0,NO,1,9971644,,15,1688740000000.0,Jan Lovl,Josef Koutnik,-3.5,-120.0,3.5,-120.0,-180.0,125.0,75.5,-120.0,75.5,-120.0,,2023-07-08 11:00:00-05:00,7/8/2023,11:00 AM,Jan Lovl,Josef Koutnik,07082023-Jan Lovl-Josef Koutnik
12158297,Jan Dzida vs Adam Vitasek,GAMEEVENT,/table-tennis/czech-republic/liga-pro/jan-dzida-adam-vitasek-202307081200,U,TABL,7/8/2023 16:00,0,0,NO,1,9971644,,15,1688740000000.0,Jan Dzida,Adam Vitasek,-8.5,-120.0,8.5,-120.0,-480.0,300.0,71.5,-120.0,71.5,-120.0,,2023-07-08 11:00:00-05:00,7/8/2023,11:00 AM,Jan Dzida,Adam Vitasek,07082023-Jan Dzida-Adam Vitasek
12158297,Jan Dzida vs Adam Vitasek,GAMEEVENT,/table-tennis/czech-republic/liga-pro/jan-dzida-adam-vitasek-202307081200,U,TABL,2023-07-08 16:00:00,False,False,NO,True,9971644,,15,1688741231700.0,Jan Dzida,Adam Vitasek,-8.5,-120,8.5,-120,-480,+300,71.5,-120,71.5,-120,,2023-07-08 11:00:00-05:00,2023-07-08,11:00 AM,Jan Dzida,Adam Vitasek,07082023-Jan Dzida-Adam Vitasek
12158278,Michal Zahradka vs Lukas Jindrak,GAMEEVENT,/table-tennis/czech-republic/liga-pro/michal-zahradka-lukas-jindrak-202307081230,U,TABL,2023-07-08 16:30:00,False,False,NO,True,9971644,,15,1688741412471.0,Michal Zahradka,Lukas Jindrak,7.5,-125,-7.5,-115,+230,-350,73.5,-120,73.5,-120,,2023-07-08 11:30:00-05:00,2023-07-08,11:30 AM,Michal Zahradka,,
12158302,Jan Ruzicka vs Pavel Zdarsa,GAMEEVENT,/table-tennis/czech-republic/liga-pro/jan-ruzicka-pavel-zdarsa-202307081230,U,TABL,2023-07-08 16:30:00,False,False,NO,True,9971644,,7,1688741905977.0,Jan Ruzicka,Pavel Zdarsa,,,,,-155,+110,75.5,-120,75.5,-120,,2023-07-08 11:30:00-05:00,2023-07-08,11:30 AM,Jan Ruzicka,,
12158298,Jonas Rak vs Ondrej Paril,GAMEEVENT,/table-tennis/czech-republic/liga-pro/jonas-rak-ondrej-paril-202307081230,U,TABL,2023-07-08 16:30:00,False,False,NO,True,9971644,,15,1688741352296.0,Jonas Rak,Ondrej Paril,-3.5,-120,3.5,-120,-180,+125,75.5,-120,75.5,-120,,2023-07-08 11:30:00-05:00,2023-07-08,11:30 AM,,Ondrej Paril,
12158270,Pavel Kulhanek vs Tomas Donat,GAMEEVENT,/table-tennis/czech-republic/liga-pro/pavel-kulhanek-tomas-donat-202307081230,U,TABL,2023-07-08 16:30:00,False,False,NO,True,9971644,,15,1688741241748.0,Pavel Kulhanek,Tomas Donat,0.5,-125,-0.5,-115,-120,-120,76.5,-120,76.5,-120,,2023-07-08 11:30:00-05:00,2023-07-08,11:30 AM,Pavel Kulhanek,Tomas Donat,07082023-Pavel Kulhanek-Tomas Donat
12158270,Pavel Kulhanek vs Tomas Donat,GAMEEVENT,/table-tennis/czech-republic/liga-pro/pavel-kulhanek-tomas-donat-202307081230,U,TABL,7/8/2023 16:30,0,0,NO,1,9971644,,15,1688740000000.0,Pavel Kulhanek,Tomas Donat,0.5,-125.0,-0.5,-115.0,-120.0,-120.0,76.5,-120.0,76.5,-120.0,,2023-07-08 11:30:00-05:00,7/8/2023,11:30 AM,Pavel Kulhanek,Tomas Donat,07082023-Pavel Kulhanek-Tomas Donat
12158278,Michal Zahradka vs Lukas Jindrak,GAMEEVENT,/table-tennis/czech-republic/liga-pro/michal-zahradka-lukas-jindrak-202307081230,U,TABL,7/8/2023 16:30,0,0,NO,1,9971644,,15,1688740000000.0,Michal Zahradka,Lukas Jindrak,7.5,-125.0,-7.5,-115.0,230.0,-350.0,73.5,-120.0,73.5,-120.0,,2023-07-08 11:30:00-05:00,7/8/2023,11:30 AM,Michal Zahradka,,
12158302,Jan Ruzicka vs Pavel Zdarsa,GAMEEVENT,/table-tennis/czech-republic/liga-pro/jan-ruzicka-pavel-zdarsa-202307081230,U,TABL,7/8/2023 16:30,0,0,NO,1,9971644,,7,1688740000000.0,Jan Ruzicka,Pavel Zdarsa,,,,,-155.0,110.0,75.5,-120.0,75.5,-120.0,,2023-07-08 11:30:00-05:00,7/8/2023,11:30 AM,Jan Ruzicka,,
12158298,Jonas Rak vs Ondrej Paril,GAMEEVENT,/table-tennis/czech-republic/liga-pro/jonas-rak-ondrej-paril-202307081230,U,TABL,7/8/2023 16:30,0,0,NO,1,9971644,,15,1688740000000.0,Jonas Rak,Ondrej Paril,-3.5,-120.0,3.5,-120.0,-180.0,125.0,75.5,-120.0,75.5,-120.0,,2023-07-08 11:30:00-05:00,7/8/2023,11:30 AM,,Ondrej Paril,
12158331,Vaclav Kucera Jnr vs Radek Limbursky,GAMEEVENT,/table-tennis/czech-republic/liga-pro/vaclav-kucera-jnr-radek-limbursky-202307081400,U,TABL,7/8/2023 18:00,0,0,NO,1,9971644,,15,1688740000000.0,Vaclav Kucera Jnr,Radek Limbursky,-3.5,-115.0,3.5,-125.0,-170.0,120.0,75.5,-120.0,75.5,-120.0,,2023-07-08 13:00:00-05:00,7/8/2023,1:00 PM,,,
12158317,Robin Pacha vs Milan Urban,GAMEEVENT,/table-tennis/czech-republic/liga-pro/robin-pacha-milan-urban-202307081400,U,TABL,7/8/2023 18:00,0,0,NO,1,9971644,,15,1688740000000.0,Robin Pacha,Milan Urban,0.5,-125.0,-0.5,-115.0,-120.0,-120.0,76.5,-120.0,76.5,-120.0,,2023-07-08 13:00:00-05:00,7/8/2023,1:00 PM,Robin Pacha,Milan Urban,07082023-Robin Pacha-Milan Urban
12158338,Matej Mazurek vs Oldrich Vrtal,GAMEEVENT,/table-tennis/czech-republic/liga-pro/matej-mazurek-oldrich-vrtal-202307081400,U,TABL,7/8/2023 18:00,0,0,NO,1,9971644,,15,1688750000000.0,Matej Mazurek,Oldrich Vrtal,-7.5,-120.0,7.5,-120.0,-360.0,235.0,73.5,-120.0,73.5,-120.0,,2023-07-08 13:00:00-05:00,7/8/2023,1:00 PM,Matej Mazurek,Oldrich Vrtal,07082023-Matej Mazurek-Oldrich Vrtal
12158309,Martin Huk vs Jiri Louda,GAMEEVENT,/table-tennis/czech-republic/liga-pro/martin-huk-jiri-louda-202307081400,U,TABL,7/8/2023 18:00,0,0,NO,1,9971644,,15,1688740000000.0,Martin Huk,Jiri Louda,-7.5,-120.0,7.5,-120.0,-360.0,235.0,73.5,-120.0,73.5,-120.0,,2023-07-08 13:00:00-05:00,7/8/2023,1:00 PM,Martin Huk,Jiri Louda,07082023-Martin Huk-Jiri Louda
